orf_id,transcript,gene,is_canonical,classification,orf_class,chromosome,coor1,coor2,strand
orf28235,chr3_173826,YCR030C,canonical,conserved,Verified,chrIII,173826,176438,-
orf29950,chr3_17636,NA,noncanonical,denovo,None,chrIII,17636,17740,-
orf29342,chr3_176735,NA,noncanonical,denovo,None,chrIII,176735,176815,-
orf27002,chr3_176812,NA,noncanonical,other,None,chrIII,176812,176856,-
orf27001,chr3_176926,NA,noncanonical,denovo,None,chrIII,176926,177117,-
NA,chr3_177500,YCR031C,canonical,conserved,Verified,chrIII,177500,178220,-
orf29336,chr3_178538,NA,noncanonical,other,None,chrIII,178538,178699,-
orf23680,chr3_179059,NA,noncanonical,denovo,None,chrIII,179059,179151,+
orf25937,chr3_179520,YCR032W,canonical,conserved,Verified,chrIII,179520,186023,+
orf25939,chr3_186489,YCR033W,canonical,conserved,Verified,chrIII,186489,190169,+
orf28793,chr3_18816,YCL061C,canonical,conserved,Verified,chrIII,18816,22106,-
orf24839,chr3_190592,YCR034W,canonical,conserved,Verified,chrIII,190592,191635,+
orf25946,chr3_191742,NA,noncanonical,denovo,None,chrIII,191742,191780,+
orf29286,chr3_191834,YCR035C,canonical,conserved,Verified,chrIII,191834,193018,-
orf23765,chr3_193297,YCR036W,canonical,conserved,Verified,chrIII,193297,194298,+
orf29282,chr3_194414,YCR037C,canonical,conserved,Verified,chrIII,194414,197185,-
orf29280,chr3_197621,YCR038C,canonical,conserved,Verified,chrIII,197621,199549,-
orf23792,chr3_200911,YCR041W,canonical,other,Verified,chrIII,200911,201243,+
orf28140,chr3_201174,YCR042C,canonical,conserved,Verified,chrIII,201174,205397,-
orf23799,chr3_202828,NA,noncanonical,denovo,None,chrIII,202828,203094,+
orf26873,chr3_206041,NA,noncanonical,denovo,None,chrIII,206041,206208,-
orf29235,chr3_206261,YCR043C,canonical,conserved,Uncharacterized,chrIII,206261,206644,-
orf28132,chr3_206877,YCR044C,canonical,conserved,Verified,chrIII,206877,207950,-
orf24897,chr3_208034,NA,noncanonical,other,None,chrIII,208034,208231,+
orf26858,chr3_208135,YCR045C,canonical,conserved,Verified,chrIII,208135,209610,-
orf23823,chr3_208405,NA,noncanonical,other,None,chrIII,208405,208479,+
orf24900,chr3_208592,NA,noncanonical,other,None,chrIII,208592,208699,+
orf26857,chr3_209914,YCR046C,canonical,conserved,Verified,chrIII,209914,210423,-
orf24906,chr3_210428,NA,noncanonical,denovo,None,chrIII,210428,210679,+
orf26855,chr3_210718,YCR047C,canonical,conserved,Verified,chrIII,210718,211545,-
orf26019,chr3_211929,YCR048W,canonical,conserved,Verified,chrIII,211929,213761,+
orf26020,chr3_214071,YCR051W,canonical,conserved,Uncharacterized,chrIII,214071,214739,+
orf29211,chr3_214463,NA,noncanonical,other,None,chrIII,214463,214696,-
orf24919,chr3_214994,YCR052W,canonical,conserved,Verified,chrIII,214994,216445,+
orf23847,chr3_216697,YCR053W,canonical,conserved,Verified,chrIII,216697,218241,+
orf28097,chr3_218376,YCR054C,canonical,conserved,Verified,chrIII,218376,220067,-
orf28095,chr3_220311,NA,noncanonical,denovo,None,chrIII,220311,220433,-
orf29181,chr3_220457,YCR057C,canonical,conserved,Verified,chrIII,220457,223228,-
orf26804,chr3_223309,NA,noncanonical,denovo,None,chrIII,223309,223359,-
orf28089,chr3_223368,NA,noncanonical,denovo,None,chrIII,223368,223448,-
orf29180,chr3_223454,YCR059C,canonical,conserved,Verified,chrIII,223454,224230,-
orf27596,chr3_22429,YCL059C,canonical,conserved,Verified,chrIII,22429,23379,-
orf24953,chr3_224399,YCR060W,canonical,conserved,Verified,chrIII,224399,224734,+
orf24958,chr3_225563,YCR061W,canonical,conserved,Uncharacterized,chrIII,225563,227458,+
orf26785,chr3_226537,NA,noncanonical,other,None,chrIII,226537,226731,-
orf29164,chr3_228095,YCR064C,noncanonical,other,Dubious,chrIII,228095,228505,-
orf26074,chr3_228318,YCR063W,canonical,conserved,Verified,chrIII,228318,228791,+
orf23887,chr3_228799,NA,noncanonical,denovo,None,chrIII,228799,229026,+
orf24964,chr3_229310,YCR065W,canonical,conserved,Verified,chrIII,229310,231004,+
orf24968,chr3_231500,YCR066W,canonical,conserved,Verified,chrIII,231500,232963,+
orf26760,chr3_233125,YCR067C,canonical,conserved,Verified,chrIII,233125,236322,-
orf28787,chr3_23523,YCL058C,canonical,other,Verified,chrIII,23523,23981,-
orf23078,chr3_23527,YCL058W-A,canonical,conserved,Verified,chrIII,23527,23925,+
orf24982,chr3_236864,NA,noncanonical,other,None,chrIII,236864,236956,+
orf23909,chr3_237214,YCR068W,canonical,conserved,Verified,chrIII,237214,238776,+
orf26132,chr3_239055,YCR069W,canonical,conserved,Verified,chrIII,239055,240011,+
orf24993,chr3_240071,NA,noncanonical,other,None,chrIII,240071,240106,+
orf26751,chr3_240103,YCR071C,canonical,conserved,Verified,chrIII,240103,240543,-
orf29905,chr3_24032,YCL057C-A,canonical,conserved,Verified,chrIII,24032,24325,-
orf26748,chr3_240805,YCR072C,canonical,conserved,Verified,chrIII,240805,242352,-
orf25383,chr3_24114,NA,noncanonical,other,None,chrIII,24114,24365,+
orf29108,chr3_242588,YCR073C,canonical,conserved,Verified,chrIII,242588,246583,-
orf26144,chr3_242799,NA,noncanonical,other,None,chrIII,242799,242996,+
orf26145,chr3_243069,NA,noncanonical,denovo,None,chrIII,243069,243209,+
orf26161,chr3_246963,YCR073W-A,canonical,conserved,Verified,chrIII,246963,247910,+
orf25386,chr3_24768,YCL057W,canonical,conserved,Verified,chrIII,24768,26906,+
orf29103,chr3_248033,YCR075C,canonical,conserved,Verified,chrIII,248033,248815,-
orf25023,chr3_248975,YCR075W-A,canonical,conserved,Verified,chrIII,248975,249202,+
orf25024,chr3_249230,NA,noncanonical,denovo,None,chrIII,249230,249313,+
orf29101,chr3_249293,YCR076C,canonical,conserved,Verified,chrIII,249293,250045,-
orf25025,chr3_249512,NA,noncanonical,other,None,chrIII,249512,249739,+
orf26692,chr3_250123,NA,noncanonical,other,None,chrIII,250123,250218,-
orf29100,chr3_250238,YCR077C,canonical,conserved,Verified,chrIII,250238,252628,-
orf25034,chr3_252845,YCR079W,canonical,conserved,Verified,chrIII,252845,254173,+
orf23970,chr3_254242,NA,noncanonical,denovo,None,chrIII,254242,254352,+
orf23971,chr3_254371,YCR081W,canonical,conserved,Verified,chrIII,254371,258654,+
orf23973,chr3_258883,YCR082W,canonical,conserved,Verified,chrIII,258883,259269,+
orf25072,chr3_259250,NA,noncanonical,other,None,chrIII,259250,259339,+
orf26204,chr3_259578,YCR083W,canonical,conserved,Verified,chrIII,259578,259961,+
orf25074,chr3_259973,NA,noncanonical,denovo,None,chrIII,259973,260161,+
orf26653,chr3_260122,NA,noncanonical,denovo,None,chrIII,260122,260199,-
orf26652,chr3_260311,YCR084C,canonical,conserved,Verified,chrIII,260311,262452,-
orf25079,chr3_262916,YCR085W,canonical,denovo,Uncharacterized,chrIII,262916,263269,+
orf23989,chr3_263392,YCR086W,canonical,conserved,Verified,chrIII,263392,263964,+
orf27936,chr3_264006,YCR087C-A,canonical,conserved,Uncharacterized,chrIII,264006,264467,-
orf27934,chr3_264723,NA,noncanonical,other,None,chrIII,264723,264803,-
orf26217,chr3_265068,YCR088W,canonical,conserved,Verified,chrIII,265068,266846,+
orf26218,chr3_266955,NA,noncanonical,denovo,None,chrIII,266955,267071,+
orf25093,chr3_267434,YCR089W,canonical,conserved,Verified,chrIII,267434,272263,+
orf28778,chr3_26925,YCL056C,canonical,conserved,Verified,chrIII,26925,27359,-
orf29049,chr3_272315,YCR090C,canonical,conserved,Uncharacterized,chrIII,272315,272863,-
orf25097,chr3_273476,NA,noncanonical,other,None,chrIII,273476,273577,+
orf28777,chr3_27360,NA,noncanonical,denovo,None,chrIII,27360,27437,-
orf24022,chr3_274099,NA,noncanonical,denovo,None,chrIII,274099,274272,+
orf26250,chr3_274404,YCR091W,canonical,conserved,Verified,chrIII,274404,276566,+
orf28776,chr3_27471,NA,noncanonical,denovo,None,chrIII,27471,27542,-
orf29896,chr3_27569,NA,noncanonical,denovo,None,chrIII,27569,27742,-
orf26251,chr3_276732,NA,noncanonical,other,None,chrIII,276732,276965,+
orf29024,chr3_276764,YCR092C,canonical,conserved,Verified,chrIII,276764,279907,-
orf24269,chr3_27929,YCL055W,canonical,conserved,Verified,chrIII,27929,28936,+
orf24054,chr3_280117,YCR093W,canonical,conserved,Verified,chrIII,280117,286443,+
orf23005,chr3_2824,YCL074W,noncanonical,other,pseudogene,chrIII,2824,3750,+
orf29892,chr3_28523,NA,noncanonical,other,None,chrIII,28523,28690,-
orf24057,chr3_286762,YCR094W,canonical,conserved,Verified,chrIII,286762,287937,+
orf26278,chr3_288036,NA,noncanonical,denovo,None,chrIII,288036,288194,+
orf28980,chr3_288170,YCR095C,canonical,conserved,Uncharacterized,chrIII,288170,289258,-
orf25181,chr3_289499,NA,noncanonical,denovo,None,chrIII,289499,289591,+
orf24069,chr3_289639,YCR095W-A,canonical,denovo,Uncharacterized,chrIII,289639,289797,+
orf29890,chr3_29018,NA,noncanonical,denovo,None,chrIII,29018,29212,-
orf25187,chr3_290255,NA,noncanonical,other,None,chrIII,290255,290317,+
orf25399,chr3_29241,NA,noncanonical,other,None,chrIII,29241,29351,+
orf26521,chr3_293179,YCR096C,canonical,conserved,Verified,chrIII,293179,293538,-
NA,chr3_293835,YCR097W,canonical,conserved,Verified,chrIII,293835,294321,+
orf28958,chr3_293990,NA,noncanonical,other,None,chrIII,293990,294214,-
orf25401,chr3_29592,NA,noncanonical,other,None,chrIII,29592,29645,+
orf25402,chr3_29670,NA,noncanonical,denovo,None,chrIII,29670,29717,+
orf26507,chr3_297049,YCR098C,canonical,conserved,Verified,chrIII,297049,298605,-
orf23107,chr3_29812,NA,noncanonical,denovo,None,chrIII,29812,29934,+
orf23108,chr3_29935,NA,noncanonical,denovo,None,chrIII,29935,29994,+
orf28931,chr3_300071,NA,noncanonical,other,None,chrIII,300071,300181,-
orf27757,chr3_300153,NA,noncanonical,other,None,chrIII,300153,300272,-
orf25230,chr3_300368,NA,noncanonical,other,None,chrIII,300368,300544,+
orf27755,chr3_300561,NA,noncanonical,other,None,chrIII,300561,300635,-
orf26493,chr3_300832,YCR099C,canonical,conserved,Uncharacterized,chrIII,300832,301299,-
orf28924,chr3_301271,YCR100C,canonical,conserved,Uncharacterized,chrIII,301271,302221,-
orf26483,chr3_302482,YCR101C,canonical,conserved,Uncharacterized,chrIII,302482,303030,-
orf26482,chr3_303106,NA,noncanonical,other,None,chrIII,303106,303195,-
orf27736,chr3_303231,NA,noncanonical,other,None,chrIII,303231,303284,-
orf26479,chr3_303670,NA,noncanonical,other,None,chrIII,303670,303783,-
orf28916,chr3_304361,YCR102C,canonical,conserved,Uncharacterized,chrIII,304361,305467,-
orf28914,chr3_305573,NA,noncanonical,other,None,chrIII,305573,305725,-
orf24134,chr3_307801,YCR104W,canonical,conserved,Verified,chrIII,307801,308175,+
orf28905,chr3_308897,NA,noncanonical,other,None,chrIII,308897,308995,-
orf24138,chr3_309070,YCR105W,canonical,conserved,Verified,chrIII,309070,310155,+
orf23114,chr3_30910,YCL054W-A,canonical,other,Uncharacterized,chrIII,30910,30996,+
orf27714,chr3_309513,NA,noncanonical,other,None,chrIII,309513,309635,-
orf27713,chr3_309750,NA,noncanonical,other,None,chrIII,309750,309887,-
orf25273,chr3_310412,NA,noncanonical,other,None,chrIII,310412,310582,+
orf25276,chr3_310958,YCR106W,canonical,conserved,Verified,chrIII,310958,313456,+
orf24153,chr3_313753,NA,noncanonical,other,None,chrIII,313753,313806,+
orf26411,chr3_313890,YCR107W,canonical,conserved,Verified,chrIII,313890,314981,+
orf25406,chr3_31449,YCL054W,canonical,conserved,Verified,chrIII,31449,33974,+
orf28751,chr3_34143,YCL052C,canonical,conserved,Verified,chrIII,34143,35393,-
orf25412,chr3_35865,YCL051W,canonical,conserved,Verified,chrIII,35865,37616,+
orf28741,chr3_37686,NA,noncanonical,other,None,chrIII,37686,37790,-
orf28740,chr3_37836,YCL050C,canonical,conserved,Verified,chrIII,37836,38801,-
orf29851,chr3_39152,NA,noncanonical,denovo,None,chrIII,39152,39235,-
orf27547,chr3_39211,NA,noncanonical,other,None,chrIII,39211,39303,-
orf24293,chr3_39662,NA,noncanonical,other,None,chrIII,39662,39805,+
orf28734,chr3_39786,YCL049C,canonical,conserved,Uncharacterized,chrIII,39786,40724,-
orf25422,chr3_40020,NA,noncanonical,other,None,chrIII,40020,40115,+
orf23162,chr3_40969,NA,noncanonical,other,None,chrIII,40969,41055,+
orf28730,chr3_41481,NA,noncanonical,other,None,chrIII,41481,41672,-
orf23165,chr3_41488,YCL048W-A,canonical,conserved,Uncharacterized,chrIII,41488,41727,+
orf29842,chr3_41663,NA,noncanonical,denovo,None,chrIII,41663,41815,-
orf25426,chr3_42165,YCL048W,canonical,conserved,Verified,chrIII,42165,43556,+
orf29829,chr3_43661,YCL047C,canonical,conserved,Verified,chrIII,43661,44437,-
orf27519,chr3_44623,YCL045C,canonical,conserved,Verified,chrIII,44623,46905,-
orf24319,chr3_46640,YCL046W,noncanonical,denovo,Dubious,chrIII,46640,46963,+
orf29825,chr3_47111,YCL044C,canonical,conserved,Verified,chrIII,47111,48364,-
orf29824,chr3_48653,YCL043C,canonical,conserved,Verified,chrIII,48653,50221,-
orf23201,chr3_50584,YCL042W,canonical,other,Uncharacterized,chrIII,50584,50943,+
orf25457,chr3_50838,YCL040W,canonical,conserved,Verified,chrIII,50838,52340,+
orf23213,chr3_52645,YCL039W,canonical,conserved,Verified,chrIII,52645,54882,+
orf29808,chr3_54941,YCL038C,canonical,conserved,Verified,chrIII,54941,56527,-
orf29804,chr3_57269,NA,noncanonical,denovo,None,chrIII,57269,57346,-
orf29803,chr3_57374,YCL037C,canonical,conserved,Verified,chrIII,57374,58774,-
orf23235,chr3_59026,YCL036W,canonical,conserved,Verified,chrIII,59026,60726,+
orf28658,chr3_60723,NA,noncanonical,denovo,None,chrIII,60723,60803,-
orf27454,chr3_60841,YCL035C,canonical,conserved,Verified,chrIII,60841,61173,-
orf24375,chr3_60989,NA,noncanonical,other,None,chrIII,60989,61165,+
orf24379,chr3_61658,YCL034W,canonical,conserved,Verified,chrIII,61658,62722,+
orf27447,chr3_62776,YCL033C,canonical,conserved,Verified,chrIII,62776,63282,-
orf25499,chr3_63441,YCL032W,canonical,conserved,Verified,chrIII,63441,64481,+
orf27442,chr3_64675,YCL031C,canonical,conserved,Verified,chrIII,64675,65568,-
orf29997,chr3_6479,YCL073C,canonical,conserved,Verified,chrIII,6479,8326,-
orf28638,chr3_65934,YCL030C,canonical,conserved,Verified,chrIII,65934,68333,-
orf28636,chr3_68499,NA,noncanonical,other,None,chrIII,68499,68540,-
orf27435,chr3_68599,YCL029C,canonical,conserved,Verified,chrIII,68599,69921,-
orf23272,chr3_70150,YCL028W,canonical,conserved,Verified,chrIII,70150,71367,+
orf23273,chr3_71371,NA,noncanonical,denovo,None,chrIII,71371,71472,+
orf28623,chr3_71466,NA,noncanonical,denovo,None,chrIII,71466,71627,-
orf23277,chr3_71803,YCL027W,canonical,conserved,Verified,chrIII,71803,73341,+
orf28618,chr3_72210,NA,noncanonical,denovo,None,chrIII,72210,72482,-
orf27423,chr3_73405,YCL026C-B,canonical,conserved,Verified,chrIII,73405,73986,-
orf23282,chr3_74689,NA,noncanonical,other,None,chrIII,74689,74874,+
orf27418,chr3_74704,YCL026C-A,canonical,conserved,Verified,chrIII,74704,75285,-
orf27414,chr3_76018,YCL025C,canonical,conserved,Verified,chrIII,76018,77919,-
orf25544,chr3_77799,NA,noncanonical,denovo,None,chrIII,77799,77963,+
orf29733,chr3_77939,NA,noncanonical,denovo,None,chrIII,77939,78007,-
orf29732,chr3_78050,NA,noncanonical,denovo,None,chrIII,78050,78157,-
orf23301,chr3_79162,YCL024W,canonical,conserved,Verified,chrIII,79162,82275,+
orf28575,chr3_83262,NA,noncanonical,denovo,None,chrIII,83262,83426,-
orf23310,chr3_83620,YCL021W-A,canonical,conserved,Uncharacterized,chrIII,83620,83997,+
orf29713,chr3_84569,NA,noncanonical,other,None,chrIII,84569,84676,-
orf27392,chr3_84655,NA,noncanonical,other,None,chrIII,84655,84750,-
orf28570,chr3_84717,NA,noncanonical,other,None,chrIII,84717,84791,-
orf23319,chr3_85102,YCL020W,canonical,conserved,transposable_element_gene,chrIII,85102,86418,+
orf24484,chr3_86375,NA,noncanonical,other,None,chrIII,86375,90415,+
orf24487,chr3_90944,NA,noncanonical,other,None,chrIII,90944,91072,+
orf23332,chr3_91324,YCL018W,canonical,conserved,Verified,chrIII,91324,92418,+
orf24496,chr3_92462,NA,noncanonical,denovo,None,chrIII,92462,92578,+
orf29669,chr3_92777,YCL017C,canonical,conserved,Verified,chrIII,92777,94270,-
orf27347,chr3_94621,YCL016C,canonical,conserved,Verified,chrIII,94621,95763,-
orf23346,chr3_96142,NA,noncanonical,other,None,chrIII,96142,96312,+
orf24511,chr3_96281,YCL014W,canonical,conserved,Verified,chrIII,96281,101191,+
orf23032,chr3_9706,YCL069W,canonical,conserved,Verified,chrIII,9706,11082,+
orf63567,chr4_100002,NA,noncanonical,other,None,chrIV,100002,100253,-
orf60200,chr4_1000104,YDR266C,canonical,conserved,Verified,chrIV,1000104,1002023,-
orf60198,chr4_1002510,YDR267C,canonical,conserved,Verified,chrIV,1002510,1003502,-
orf45033,chr4_1004004,YDR268W,canonical,conserved,Verified,chrIV,1004004,1005143,+
orf60194,chr4_1004982,NA,noncanonical,denovo,None,chrIV,1004982,1005125,-
orf57943,chr4_100501,YDL200C,canonical,conserved,Verified,chrIV,100501,101121,-
orf45035,chr4_1005675,YDR270W,canonical,conserved,Verified,chrIV,1005675,1008689,+
orf41783,chr4_100806,NA,noncanonical,denovo,None,chrIV,100806,101006,+
orf48970,chr4_1008395,YDR271C,noncanonical,other,Dubious,chrIV,1008395,1008766,-
orf39413,chr4_1009010,YDR272W,canonical,conserved,Verified,chrIV,1009010,1009834,+
orf33806,chr4_1010176,YDR273W,canonical,conserved,Verified,chrIV,1010176,1011273,+
orf54645,chr4_1011589,YDR274C,canonical,other,Uncharacterized,chrIV,1011589,1011960,-
orf33810,chr4_1011802,NA,noncanonical,denovo,None,chrIV,1011802,1011936,+
orf33811,chr4_1012033,NA,noncanonical,denovo,None,chrIV,1012033,1012071,+
orf33812,chr4_1012252,YDR275W,canonical,conserved,Verified,chrIV,1012252,1012959,+
orf57940,chr4_101290,YDL199C,canonical,conserved,Uncharacterized,chrIV,101290,103353,-
orf60173,chr4_1013346,NA,noncanonical,denovo,None,chrIV,1013346,1013408,-
orf54640,chr4_1013476,YDR276C,canonical,conserved,Verified,chrIV,1013476,1013643,-
orf39433,chr4_1013492,NA,noncanonical,other,None,chrIV,1013492,1013668,+
orf48948,chr4_1013621,NA,noncanonical,other,None,chrIV,1013621,1013863,-
orf39435,chr4_1013987,NA,noncanonical,denovo,None,chrIV,1013987,1014139,+
orf48945,chr4_1014401,YDR277C,canonical,conserved,Verified,chrIV,1014401,1015702,-
orf45053,chr4_1014585,NA,noncanonical,other,None,chrIV,1014585,1014773,+
orf45054,chr4_1014780,NA,noncanonical,other,None,chrIV,1014780,1014902,+
orf54626,chr4_1015792,NA,noncanonical,other,None,chrIV,1015792,1015860,-
orf33826,chr4_1016488,NA,noncanonical,denovo,None,chrIV,1016488,1016676,+
orf54621,chr4_1017001,YDR278C,canonical,conserved,Uncharacterized,chrIV,1017001,1017318,-
orf45065,chr4_1017738,NA,noncanonical,other,None,chrIV,1017738,1017983,+
orf33842,chr4_1019368,YDR279W,canonical,conserved,Verified,chrIV,1019368,1020420,+
orf45076,chr4_1020747,YDR280W,canonical,conserved,Verified,chrIV,1020747,1021664,+
orf60138,chr4_1022007,YDR281C,canonical,conserved,Verified,chrIV,1022007,1022321,-
orf33856,chr4_1022647,NA,noncanonical,denovo,None,chrIV,1022647,1022784,+
orf54594,chr4_1023511,YDR282C,canonical,conserved,Verified,chrIV,1023511,1024755,-
orf60123,chr4_1025070,YDR283C,canonical,conserved,Verified,chrIV,1025070,1030049,-
orf48860,chr4_1030550,YDR284C,canonical,conserved,Verified,chrIV,1030550,1031419,-
orf33895,chr4_1032436,YDR285W,canonical,conserved,Verified,chrIV,1032436,1035063,+
orf33896,chr4_1035070,NA,noncanonical,denovo,None,chrIV,1035070,1035165,+
orf60109,chr4_1035105,NA,noncanonical,denovo,None,chrIV,1035105,1035182,-
orf60108,chr4_1035231,YDR286C,canonical,conserved,Uncharacterized,chrIV,1035231,1035575,-
orf57939,chr4_103543,NA,noncanonical,denovo,None,chrIV,103543,103596,-
orf60107,chr4_1035627,NA,noncanonical,denovo,None,chrIV,1035627,1035701,-
orf63546,chr4_103581,NA,noncanonical,other,None,chrIV,103581,103652,-
orf60106,chr4_1035852,NA,noncanonical,denovo,None,chrIV,1035852,1036037,-
orf39540,chr4_1035995,YDR287W,canonical,conserved,Verified,chrIV,1035995,1036873,+
orf52268,chr4_103649,YDL198C,canonical,conserved,Verified,chrIV,103649,104551,-
orf39544,chr4_1037195,YDR288W,canonical,conserved,Verified,chrIV,1037195,1038106,+
orf54552,chr4_1038280,YDR289C,canonical,conserved,Verified,chrIV,1038280,1039509,-
orf45136,chr4_1039728,YDR291W,canonical,conserved,Verified,chrIV,1039728,1042961,+
orf39559,chr4_1042958,NA,noncanonical,other,None,chrIV,1042958,1043017,+
orf60069,chr4_1043043,NA,noncanonical,other,None,chrIV,1043043,1043105,-
orf54538,chr4_1043146,YDR292C,canonical,conserved,Verified,chrIV,1043146,1045011,-
orf54537,chr4_1045249,NA,noncanonical,other,None,chrIV,1045249,1045407,-
orf54536,chr4_1045444,NA,noncanonical,denovo,None,chrIV,1045444,1045518,-
orf48823,chr4_1045640,YDR293C,canonical,conserved,Verified,chrIV,1045640,1049392,-
orf57933,chr4_104659,NA,noncanonical,denovo,None,chrIV,104659,104805,-
orf57932,chr4_104917,YDL197C,canonical,conserved,Verified,chrIV,104917,106494,-
orf60050,chr4_1050459,YDR294C,canonical,conserved,Verified,chrIV,1050459,1052228,-
orf54506,chr4_1052623,YDR295C,canonical,conserved,Verified,chrIV,1052623,1054647,-
orf33994,chr4_1055212,YDR296W,canonical,conserved,Verified,chrIV,1055212,1055892,+
orf39618,chr4_1056551,YDR297W,canonical,conserved,Verified,chrIV,1056551,1057600,+
orf48787,chr4_1058036,NA,noncanonical,denovo,None,chrIV,1058036,1058155,-
orf54493,chr4_1058176,YDR298C,canonical,conserved,Verified,chrIV,1058176,1058814,-
orf45203,chr4_1059627,YDR299W,canonical,conserved,Verified,chrIV,1059627,1061231,+
orf60010,chr4_1061505,YDR300C,canonical,conserved,Verified,chrIV,1061505,1062791,-
orf39634,chr4_1063352,YDR301W,canonical,conserved,Verified,chrIV,1063352,1067425,+
orf30454,chr4_106741,YDL196W,noncanonical,denovo,Dubious,chrIV,106741,107070,+
orf34034,chr4_1067731,YDR302W,canonical,conserved,Verified,chrIV,1067731,1068390,+
orf59982,chr4_1068729,YDR303C,canonical,conserved,Verified,chrIV,1068729,1071386,-
orf54447,chr4_1071553,NA,noncanonical,denovo,None,chrIV,1071553,1071786,-
orf54446,chr4_1071880,YDR304C,canonical,conserved,Verified,chrIV,1071880,1072557,-
orf41809,chr4_107208,YDL195W,canonical,conserved,Verified,chrIV,107208,111029,+
NA,chr4_1072746,YDR305C,canonical,conserved,Verified,chrIV,1072746,1073488,-
orf48709,chr4_1073735,YDR306C,canonical,conserved,Verified,chrIV,1073735,1075171,-
orf39668,chr4_1075865,YDR307W,canonical,conserved,Uncharacterized,chrIV,1075865,1077853,+
orf48698,chr4_1077935,NA,noncanonical,other,None,chrIV,1077935,1077985,-
orf54419,chr4_1078027,YDR308C,canonical,conserved,Verified,chrIV,1078027,1078449,-
orf59954,chr4_1078767,NA,noncanonical,denovo,None,chrIV,1078767,1079033,-
orf48694,chr4_1079048,YDR309C,canonical,conserved,Verified,chrIV,1079048,1080199,-
orf54413,chr4_1080226,NA,noncanonical,denovo,None,chrIV,1080226,1080285,-
orf34087,chr4_1080868,NA,noncanonical,denovo,None,chrIV,1080868,1080966,+
orf45309,chr4_1080969,NA,noncanonical,denovo,None,chrIV,1080969,1081181,+
orf59949,chr4_1081128,YDR310C,canonical,conserved,Verified,chrIV,1081128,1084316,-
orf34109,chr4_1085065,YDR311W,canonical,conserved,Verified,chrIV,1085065,1086993,+
orf45327,chr4_1087581,YDR312W,canonical,conserved,Verified,chrIV,1087581,1088942,+
orf39724,chr4_1088942,NA,noncanonical,other,None,chrIV,1088942,1088992,+
orf59927,chr4_1089219,YDR313C,canonical,conserved,Verified,chrIV,1089219,1090079,-
orf48644,chr4_1090433,YDR314C,canonical,conserved,Verified,chrIV,1090433,1092511,-
orf59918,chr4_1092741,YDR315C,canonical,conserved,Verified,chrIV,1092741,1093586,-
orf39746,chr4_1093763,YDR316W,canonical,conserved,Verified,chrIV,1093763,1095178,+
orf59909,chr4_1095330,NA,noncanonical,other,None,chrIV,1095330,1095482,-
orf39750,chr4_1095713,NA,noncanonical,other,None,chrIV,1095713,1095802,+
orf39767,chr4_1102184,YDR317W,canonical,conserved,Verified,chrIV,1102184,1103428,+
orf54319,chr4_1102213,NA,noncanonical,other,None,chrIV,1102213,1102422,-
orf54318,chr4_1102636,NA,noncanonical,other,None,chrIV,1102636,1102776,-
orf59871,chr4_1103214,NA,noncanonical,other,None,chrIV,1103214,1103297,-
orf54317,chr4_1103602,NA,noncanonical,denovo,None,chrIV,1103602,1103685,-
orf59869,chr4_1103715,NA,noncanonical,other,None,chrIV,1103715,1103876,-
NA,chr4_1103758,YDR318W,canonical,conserved,Verified,chrIV,1103758,1104947,+
orf54311,chr4_1105003,YDR319C,canonical,conserved,Uncharacterized,chrIV,1105003,1105827,-
orf48588,chr4_1105970,NA,noncanonical,denovo,None,chrIV,1105970,1106056,-
orf54309,chr4_1106095,YDR320C,canonical,conserved,Verified,chrIV,1106095,1108101,-
orf39780,chr4_1106102,NA,noncanonical,other,None,chrIV,1106102,1106332,+
orf48584,chr4_1108280,YDR320C-A,canonical,conserved,Verified,chrIV,1108280,1108498,-
orf45399,chr4_1108359,NA,noncanonical,other,None,chrIV,1108359,1108487,+
orf45401,chr4_1108644,NA,noncanonical,other,None,chrIV,1108644,1108721,+
orf34212,chr4_1108702,YDR321W,canonical,conserved,Verified,chrIV,1108702,1109847,+
orf39799,chr4_1109819,NA,noncanonical,other,None,chrIV,1109819,1109953,+
orf34215,chr4_1110589,YDR322W,canonical,conserved,Verified,chrIV,1110589,1111692,+
orf30478,chr4_111088,NA,noncanonical,other,None,chrIV,111088,111162,+
orf48570,chr4_1112003,YDR322C-A,canonical,conserved,Verified,chrIV,1112003,1112293,-
orf54290,chr4_1112326,NA,noncanonical,other,None,chrIV,1112326,1112493,-
orf48569,chr4_1112480,YDR323C,canonical,conserved,Verified,chrIV,1112480,1114027,-
orf48567,chr4_1114433,YDR324C,canonical,conserved,Verified,chrIV,1114433,1116763,-
orf30480,chr4_111580,YDL194W,canonical,conserved,Verified,chrIV,111580,114234,+
orf34237,chr4_1117126,YDR325W,canonical,conserved,Verified,chrIV,1117126,1120233,+
orf54238,chr4_1120609,YDR326C,canonical,conserved,Verified,chrIV,1120609,1124925,-
orf54237,chr4_1125022,NA,noncanonical,denovo,None,chrIV,1125022,1125147,-
orf48549,chr4_1125434,YDR328C,canonical,conserved,Verified,chrIV,1125434,1126018,-
orf54230,chr4_1126270,YDR329C,canonical,conserved,Verified,chrIV,1126270,1127595,-
orf34273,chr4_1127872,YDR330W,canonical,conserved,Verified,chrIV,1127872,1129374,+
